Cleaned Review,LOF Score,Is Outlier
emma at her best ruffalo is a great horny fop and i m so glad yorgos is out here doing his thing but real I get it vibes after a while,1.0968292136573372,0
Acknowledging that this is as hollow and frothy an act of malegaze feminism as Barbie was a corporate didactic toy commercial I found both extremely entertaining does not mean this movie isn t also a gloriously weird modern cartoon parable about fathers and daughters little girls and women husbands and wives lovers and enemies sex workers and clients cruelty and humanity philosophy and reality and the balance between the desire for an adventurous life and the joys of a settled one ,1.2640087027858506,0
I haven t been this happy watching a film from start to finish in a very long time,1.1366033159053082,0
a real mood lifter,1.0504107413815216,0
cheesed to meet you,,1
It s interesting knowing a movie will be your favorite of the year long before you ever get to watch itPoor things is a stunning story about discovery SO MUCH discovery Its a movie that can juggle a billion aspects of life Moving on from one to the next so seamlessly akin to how we do in our everyday livesThere s so much humanity found in a movie about a sowntogether cadaver reanimated What drives us what makes us curious ,,1
Someone show this to the woman who hid her husbands eyes during Oppenheimer,1.003199917188041,0
God how I missed these types of movies where they build an entire insane unrealistic city on a soundstage Wasnt expecting the The Lobster guy to be our new JeanPierre Jeunet but hes doing a great job,1.0093203638578985,0
Im genuinely concerned that so many people have found this film to be a praiseworthy feminist fable and not the grotesque disturbing and perverse fairy tale that it so clearly is I can accept some level of pornographic content in films when it comes to sex but what is effectively mental child pornography I cannot This film proposes that the activating key to selfdiscovery and growth for a woman comes in sexual freedom and promiscuity But shes not a woman ,1.0863171574491124,0
Ruffalo your rizz too tough Your swag too different Your bitch too bad They ll kill you Ruffalo2023 Ranked,1.1248530464964113,0
so this is what taylor swift meant by sexy baby,1.0232679944555996,0
stunning production costume design gorgeous colors and perfect score i think anyone looking for a feminist tale is going to be disappointed also to note male director male writer original book written by a man you get the gist but despite the simplification of womanhood there s still lots to love like how this movie takes a general concept about the chaos of life relationships and maintaining hope joy throughout it all and infuses said concept with roald dahlesque fantasy whimsy childlike wonder emma stone did her best acting performance to date and overall i had a good time,1.284351156080516,0
Sick to my stomachOk so you imprison a woman and then cut her apart replace her brain with a baby s and masquerade her as a sex starved feminist icon of sexual liberationUnder a thick layer of production design is grotesque plot goo Don t be fooled This FrankensteinBarbie disaster goes nowhere solves nothing and is a prime example of male perspective feminism focusing narrowly on a woman s sexuality by infantilizing her imprisoning her exploiting her and literally taking away her brain This art fluff is so far from a consent I could barely watch,1.2510349674133747,0
 We are a fucked species Know it ,1.2841400835637629,0
i love how much time we spend just watching bella explore and experience lisbon and the ship only a few scenes later because i feel like films are rarely given that special space to breathe and merelyexistthese days a lesser movie and one with more studio interference would ve cut those scenes out because they don t explicitly move the plot forward to give it a tighter edit and faster pacing but when you leave scenes like these ,1.2075464737775152,0
god forbid women have hobbies,,1
does for apples and cucumbers whatcall me by your namedid for peaches,1.0372798373843997,0
frankenbarbie,1.1847520309963735,0
POOR THINGS is the most technically dazzling film Yorgos Lanthimos has constructed A sexually liberating imaginative tale of reawakening discovery featuring the best performance of Emma Stone s career Mark Ruffalo has never been funnier The production and costume design is exemplary while Tony McNamara s screenplay contains so much foulmouthed and ingenious wordplay I want to watch it again just to catch all the lines I missed from laughing A sensational triumph all around,1.1450921990530136,0
Sometimes Lanthimos CLOCKWORK ORANGE other times his EDWARD SCISSORHANDS Formally precise and frequently quite funny also superficial and just as frequently quite annoying,1.5971891807041996,0
i must go punch that baby,1.2092993066496844,0
You could pause this film at any point and get one of the best frames of the year Some of the years finest use of colour and space I absolutely loved the lens choices and the way they changed throughout allowing full and complete immersion Its exactly like looking at a moving canvas And for the most part I adored everything about it I do agree with the critique that the feminist liberation commentary is highly male gaze one that ,1.12338880819887,0
don t have a joke tonight this movie just reminds me how much i love life ,1.0424450785866877,0
a grotesque picaresque a phallic phantasmagoria a ballad a battle cry a bildungsroman words can be anything you want them to Bella Baxter has seized upon this notion and inhaled it with gusto like a flaky pastry she moves with a jerky insouciance across London Lisbon Alexandria Paris eager to sculpt every cell of her malleable mind body and soulshe is shameless she is reckless she is underworked and oversexed pulsing beating bursting through the fleshy walls of God s ,1.3045976167342406,0
Science can be rather oddA new brain inside an old bodAnd with a yearningTo keep on learningAs fostered by Willem DaGod,1.133525975596212,0
traveling back in time to show this to mary shelley,1.0462727389361675,0
bella baxter s autistic swagger vs the patriarchy,,1
Yorgos going to keep using wider and wider lenses with each new film until finally you can see him in frame directing the movie,1.049344843450327,0
a gloriously weird and wonderful rich tapestry of life with some of coolest production design i have ever seen i hope yorgos and emma work together for the rest of eternity,1.037733844114557,0
Poor ThingsOne star for the production design costumes hair and makeup music and acting A perverted view of a woman coming into her own by a slew of men writers and filmmakers who focus more on the gratuitous sex and cinematography than the storytelling Knowing all of Bella s origins within the first 20minutes of the movie made the rest seem entirely predictable and revelations she made of her own being unremarkable unmovingAnd are we saying a woman s understanding ,1.0500087655047359,0
Stone is impeccable but Ruffalo is INSANE,1.1169219866205002,0
bella stop youre too loca your pussy too powerful your swag too different theyll kill you bella,,1
New York Film Festival 61 Poor ThingsThe film boasts stunning visuals that left me in awe and the performances by Emma Stone and Mark Ruffalo were nothing short of exceptional making Poor Things a true standout of the festival for me Ruffalo steals the show with his comedic performance While Emma Stones absence from the screening was a bummer Yorgos Lanthimos was there proving to be surprisingly chill despite his wild filmsBased on Alasdair Gray s novel Lanthimos delves ,1.0690679538140961,0
 Formidable Mein Herz tanzt Ich möchte aufstehen und jubeln weil Kino und Film manchmal nur manchmal so verzücken können dass ich tief im Inneren ein Kribbeln spüre Weil jedes Bild ein kleines Kunstwerk ist weil die Grenzen von Sehgewohnheiten und Geschmack ein kleines Stück verschoben werden Weil das was gesagt wird berührt und begeistert Und weil wie es gesagt wird in Staunen versetzt Poor Things ist purstes Kino und schlicht große Kunst Ein Film über die Emanzipation von Geist und ,1.3537080102270742,0
64Really quite remarkable conceptually even ifPoor Thingscant fully sustain its vast ambition often struggling from chapter to chapter The dreadful pacing just about kills it but what lingers is an odyssey of mannered form and unnerving questions What a stunning achievement in design and performance Emma Stone Mark Ruffalo Willem fucking Dafoe,1.050701628511439,0
give me emma stones entire wardrobe from this film now or i will kill a man or few,,1
All the furious jumping is going to upset the prudes I m no longer convinced thatBarbiehas the production design Oscar locked up but I think the Best Actress category might belong to Emma StoneI m happy to say that my most anticipated movie of 2023 didn t disappoint a standout film in a pretty stellar year A truly singular experience,1.2783923936106247,0
I ve just learned that the movie gets rid of the part in the book where Candle is the one essentially telling the story through his perspective the male fantasy and that at the end of his story Bella calls his version of events out as untruthfulThis changes everything I knew something was up with the movie It s missing a key point of the book making it just a onesided fantasy from an insecure man with no actual reflectionSURELY ,1.1526356013562054,0
Yorgos Lanthimos films have always been as liberating as they are suffocating As obsessed with rules as they with breaking them His characters always hellbent on defying the worlds they ve been presented With this in mind it was only a matter of time until Lanthimos tackled sexuality and individual expressionWhen we hear the phrase poor things it s hard not to picture children Innocent creatures bound to have their very innocence stripped from them In actuality the poorest thing of ,1.0040369156371836,0
Eu me diverti vendo esse master work do Yorgos Lanthimos gostei dos detalhes do sentido de mundo paralelo Me lembrei de Um Filme Falado do Manoel de Oliveira de Entrevista com o Vampiro Neil Jordan do Dogtooth claro não sei porquê lembrei do Memórias Póstumas de Brás Cubas Machado de Assis de The Elephant Man Lynch e do Frankenhooker Frank Henenlotter Lembrei de Barbie de Greta Gerwig e da Mattel Eu tenho uma tendência de me divertir quando vejo bons ,1.3998957545979789,0
Finally I have my own Barbie,1.1609855316716586,0
I wish Mary Shelley and Stanley Kubrick were here they wouldve loved this,1.209801638887759,0
Emma Stone Furious jumping OwO how marvelous Delighted How do they make the pastry so crisp I must go punch that baby UwU nuzzles u and notices ur bulge I have adventured it and found nothing but sugar and violence Im so quirky ω Yorgos Lanthimos haHAA Yes Im a genius Edit Wow this sure blew up Thanks for the Oscar kind stranger,1.4105637819544765,0
A quirky display of sincere and sexual filmmaking An important exploration of ideals and the values of life and independence Yorgos Lanthimos is at his most audacious here and delivers a one of a kind experience that will absolutely dazzle Poor Things is a technical feast It s an ode to creativity and a stunning exhibit of masterful direction There s so much filmmaking exploration here Lanthimos is utilizing camerawork techniques color schemes and editing decisions that we ve never seen him play ,1.1049067506222634,0
Boregos Lostmethemost needs to give his fish eye lens back to Hype Williams and take this bullshit back to GreeceEmma Stone does get completely naked multiple times though,1.9752105211273094,0
men fucking a baby but make it feminist because she likes it,1.1257852562585418,0
The most monstrous of all fates is the lack of agency over one s own destinyFor gothic heroines their ends are written into their genre the choice of individualism or of romantic love To choose a man is almost always to choose deathThis is where the story of Poor Thing s Bella Baxter begins choosing death of her past Where her storycontinues is a rebirth into the self through romantic and into post romantic thought finding external ,,1
when the infant piloting emma stones jaeger started masturbating with an apple and riding mark ruffalos dick i walked out peace and love,1.059249800049623,0
A Picaresque joy wherein a strong Freudian sex drive eventually gives way to personal agency and body and mind autonomy Forget Barbie and Ken Emma Stone gives the dollcometolife performance of the year and Mark Ruffalo does all the Kenisms with obscenity Truly two great and fully committed comedic performances in a movie that lives very much in Terry Gilliams skin but unlike his films never runs off the rails The absurdist colors and costumes dress up a Pinocchio and ,1.0725196975714453,0
A partir de um olhar contemporâneo para o clássico Yorgos Lanthimos constrói sua narrativa de contrastes Quando fui ver o filme não sabia que era baseado num livro que se inspira em Frankenstein de Mary Shelley mas isso logo fica evidente nos caminhos que a trama toma de início além da explícita inspiração de Lanthimos em histórias clássicas do cinema de terror como pode ser percebido na influência do Expressionismo Alemão principalmente na primeira parte do longa O que é ,1.002894209616039,0
Willem Dafoe has now played God and Jesus Christ maybe he ll finally receive an Oscar when the Trinity is complete,1.0643978059352028,0
definitely have to sit and ruminate for a second after watching this,2.6038716942513385,0
 I ve discovered something that I must share Bella discover happy when she want A young woman strays away from God She rejects her sheltered upbringing She discovers pleasure through an exciting relationship with a troublesome man She selfactualizes through sex work queerness and socialism She returns with fondness for her God and with a new balance of power outside of male subjugationThe movie was made in a lab hehe as a parable of the viewer s choosing Its easily ,,1
You can stuff it in unending lace and ruffles but an overly simplistic worldview is an overly simplistic worldview This feels like an acting exercise gone wrong and while I love the production design it still doesn t manage to distract from the fact that the film simply doesn t know what to do with Bella once she s no longer a child Enthusiasm isn t empowerment and the movie doesn t even make a stab at answering the so what that comes after Bella takes control,,1
direção de figurino radiante fulgurante resplandecente desde o maria antonieta da coppola ninguém presta tanta atenção ao tecido gostei que o yorgos surfou na onda do chroma key e em vez de meter um fundo realista meio artificial fez logo um negócio obviamente artificial e ficou muito mais realista se é que eu me faço entender,1.322932316887923,0
LANTHIMOS I just never understood the prudishness around it It always drives me mad how liberal people are about violence and how they allow minors to experience it in any way and then we re so prudish about sexuality Source NYTMe Agreed So what you got cookin LANTHIMOS A fantasy about a mother who kills herself and has her unborn infant s brain implanted into her adult body In the opening scene the other characters refer to her with the rword ,1.1494120444921807,0
Yorgos Lanthimos goes Guy Maddin with a macro budget Peter Greenaway with lesser intellectualization Tim Burton if hed have darker humor bigger ambition and more cojonesLanthimos is looking all the way from top to bottom from freudian theories of sexual drives and the necessary liberation coming with it to philosophical questioning of pessimism cynicism and selfdevelopment its a huge package hes tying up here a little clumsy as usual when auteurs tackle the big picture but the ambition ,1.2456617394658085,0
Pornocchio,1.054828480371258,0
Watch it and have fun before film Twitter tells you it has unnecessary sex scenes,,1
LONDON FILM FEST REVIEWThis absolutely pains me to say this as I love Yorgos Lanthimos but fuck this movie Fuck everything about this movie I can t remember the last time I hated a movie this stronglyPoor Things is without a doubt THE most ableist movie I have ever seen in my entire lifeAs a wheelchair usersomeone who cares deeply about the disabled community the way this film treats disabled people was absolutely shocking There s a baseline cruelty ,1.205219396345923,0
Uma viagem aliciante esse filme incrível como o Lanthimos consegue comunicar perfeitamente na estética surrealista toda a transformação mental da personagem tudo ali está a serviço da história Eu senti uma vagareza na parte do bordel achei o texto redundante mas ainda assim filmaço,1.1800701154177256,0
A man told you this is female sexual liberation and you ate it up Sad Its a journey about finding yourself and womanhood etc etc you re so dumb and a boardroom full of rich men are probably highfiving rn reading all these idiotic reviews According to letterboxd feminism whatever that means anymore is toddler in hyper sexualized adult body being manipulated and sexually abused you re all so stupidSomehow WORSE tho is how ableist and offensive this all is Every ,1.0432194493572609,0
If feminism was written by men A story of womanhood and self discovery but through a hot guaranteed orgasm non menstrual sex lifeI find it hilarious that there was such an uproar amongst men after Barbie came out but somehow this feminist self discovery movie has had no such uproar and I wonder why that is if this movie was meant to deconstruct the born sexy yesterday trope I ask is the deconstruction in the room with us ,,1
this is the experience of bein a selfactualized whore,1.0288547874576441,0
i think emma stone is the only white woman i ll ever fully stan,0.9932835650701805,0
It s really remarkable what Emma Stone does and is in this I really can t stress that enough but I can t say everything else kept pace for me and fine Fascinating all the same butThe Favouritestays exactly that for me,1.0092089830174071,0
Aus meinem Grab gesendet weil mich Emma Stones Performance gekillt hat,1.0090764340485292,0
barbie if weird barbie was the leadETA a stylistically playful wickedly funny take on self actualization and becoming your own woman phenomenal cast and costumes to die for,,1
grad school ,1.0098131417243026,0
i ate a pear today that looks like willem dafoe in this movie,1.0304459907811998,0
BEST OF 2023 LISTDISCLAIMER Its been a long time since I ve done this but I got caught in Lanthimos wavelength to the point my review I guess was affected by it Hence this is more intended as an offbeat reactionary pieceI guess you can say review I don t know thought would put that warning out thereOkay first of all one of my fave cinema experiences Not only did I put some extra bucks to watch this in the ,1.890271053692738,0
 PRECISAMOS VIVENCIAR TUDO ISSO NOS FAZ INTEIRO Depois de terminar poor things eu pude compreender a mitologia de ícaro que se deslumbrou com a imagem do sol e voou em sua direção sintome exatamente como ele ao terminar o longa voando em direção a uma das obras mais geniosas e inventivas dos últimos tempos O novo filme do diretor Yorgos Lanthimos é sem sombra de dúvidas apoteótico Adaptação do livro de mesmo nome do escritor Alasdair Gray poor things conta ,1.744479071978033,0
BELLA BAXTER FOR PRESIDENT,1.4027498899692645,0
Venice 2023 13Lanthimos at his weirdest and unhinged Was it worth it Absolutely notPathetically shallow and fully riddled with Blonde level of purposeless showy stylistic tics that has nothing interesting to say about communism emancipation and sex workers With all its magnetic performance by Emma Stone hilarious humor and campiness in the end it s just style over substance to satisfy some easily impressed filmbros and nothing more,1.0051408143182048,0
Live every day like you are a reanimated girlboss with a baby brain,1.1227679826237618,0
last person on earth to see this i know but HOLYYY SHITTT this score had my heart pounding Some of the most disgusting display of man ass probably in the history of cinema,1.3316386472756532,0
Much as I loved the wild and immaculate sets vibrant cinematography jarring score and witty thought provoking dialogue the conclusion ultimately doesn t live up to the radical sensibilities that Bella Baxter s bright eyed and thrillingly unadulterated perspective seems to promise The first half couldn t have been better while the second didn t build much on its the ideas it sets up I expect a lot of people will feel this movie drag towards the endFirst half 1010 second half 710 I feel a bit let down but at the same time that s because I was especially invested in Bella s development,1.8835987392995137,0
thank god emma stone decided to only play freaks this year,1.20007979504901,0
I think it s fun that she embarks on a journey of selfactualization through sexual exploration just because it feels good,1.067014309358303,0
sexual desire as freedom as imprisonment and then as freedom again the world is a wasteland men are evil and there s nothing we can do to change it the best and most we can do is lovethis is going to give every anti sex scene zoomer a lethal seizure maybe even multiple,1.067528983240194,0
Victoria Blessington plunging to her death her body breaking on impact Bella Baxter gravitating towards the way things break Again and again in her earliest stages Bella drops things and revels in their shattering exclaims with delight at the sight of squashed frogs marvels at broken pieces As a broken thing brought back to life herself her early infatuation with these moments feels like muscle memory A dopamine rush like all the others that she is perpetually chasing She is ,1.0381520177270207,0
Funny goofy malegazey overlong quirky onenote problematic repetitive stylish stylized uninhibited wellcrafted wellscored,1.2169296101489835,0
POOR THINGS is one of the most wild movies I ve seen this year A steampunk fairytale fantasia that manages to shock you move you and make you burst out laughing This is Yorgos Lanthimos unchained and I thought we d already seen that before but I guess not,1.1439045556559941,0
Muito divertido excelente timing etcetra etcetra MAS Qual é a evidência científica do filme para dizer que em Portugal os pastéis de nata se comem numa única dentada Eu não percebo nada de cinema mas percebo de doçaria portuguesa NINGUÉM em Portugal come as natas numa única dentada Não respeito quem as come à colher como se fossem uma baba de camelo mas pelo menos comer pastéis de nata à colher existe Comer pastéis de nata numa dentada não existe ,1.4045588004823837,0
I have adventured it and found nothing but sugar and violenceFeminine subjectivity corporeality vs the patriarchyPoor Thingsfeels like the third part of a thematic trilogy with fellow 2023 new releasesBarbieandBeau Is Afraid movies with very different formal structural and stylistic sensibilities but all about gender and sexuality and their place in society Putting the mind of a baby girl in the body of a grown woman forces us to watch as she discovers the ,,1
Poor Thingsas a whole is a big analogy as has been said However the more I think about it the parallels to the human existence become more profound Bella Baxters journey of discovery and social awareness grandly reflects the feminine condition since all the men in her life try to control or take advantage of her on some level In this reality her lack of fear of social impositions is precisely what makes her stand out from anyoneI ,1.1181388106724324,0
The film is about child sexual abuse but packages itself as a post feminist comedyLazy joke writing Relies on fbombs and C you next tuesdays Perverse and shallow Distorted views on gender and sexualityWell disguised as art house,1.0497330203674,0
Do you want to see what the world is really likeA raw and genuine presentation of life and its intricacies A journey through the world and people in their degrading sad and decaying forms as well as in their exuberant and euphoric nature Every place every person every feeling All is displayed without an ounce of judgment with no societal constructs with true wonder Beneath the cotton and colorful sky the resplendent and picturesque visuals of the cities of ,1.1336340230106512,0
need to queen out with her,,1
This Emma Stone vs Lily Gladstone battle for the Oscar is on some biblical clash of the titans shit,1.1114505774677277,0
oh but when i ask for a lobotomy im crazy riiiiiiight,1.272202699572412,0
People rating this less than 5 stars what more do you wantKidding Well sort of Ive read the negative reviews and I can see why some people have taken issue with the films unique brand of feminism but I cant help but feel that anyone reducing Bellas journey to a male fantasy of female empowerment is doing both her and Lanthimos a huge disservice Yes she sleeps with several men over the course of the film many in ,,1
What a dream I want to live in those title cardsAddendumSeeing reviews suggesting A this is objectifying B a lack of menstruation on screen is misogynisticThe entire movie is about her agency You can have self discoveryandyour tits outAnd Im sorry but theres a goose head on a dog You really cant imagine a story about womanhood without period blood Why does that make her a more realistic woman,1.711089066834837,0
she s so literally me that i should sue,1.1240370601210954,0
IpromiseI show up wanting to like things And I am always excited by a new Yorgos Lanthimos film and I am jazzed that Emma Stone is so turned on by freaky art and I love when any movie this strange is packing theaters and getting reviews all the way from raves to denunciationsPoor Thingsdoesnt play things safe and nor does anybody involved and you gotta hype that up Anything could happenBut then so little actually ,1.035710622450564,0
sitting in the theater shaking my head to let everyone know i think exploiting women for their innocence is bad,1.3062357543141656,0
Duncan WedderburnWell at the risk of being immodest you have just been thrice fucked by the very best Its probable no other man will ever bring you to the raptures I will I feel bad for youMark Ruffalo had a lot of doubts about his performance during the shoot He would often joke that his friend Oscar Isaac who was filming on a nearby sound stage was going to be called in to replace him One day Willem ,1.438864101092111,0
 You smell ok let s fuck Yorgos embracing the Buñuelian comedy of manners as a baroque erotic horror show that s as clear an example of contemporary studio financed exploitation filmmaking as I can think of a true coup that any filmmaker could get tens of millions of dollars to shoot this much gore and nudity on 35mm in 2023 quite rapturous in every facet,1.084776242790098,0
DO NOT SEE THIS WITH YOUR PARENTS,1.6231559650942189,0
É o mesmo feminismo de grife de Barbie mas a grande diferença é que aqui a comédia de fato funciona e atua como um constante movimento de força que tensiona o discurso maniqueísta Ou pelo menos dá vida a ele de um jeito meio grotesco e explícito que corre os seus devidos riscosAlém da sátira agora estar muito bem assumida o Lanthimos pega várias distorções da realidade que ele já começava a flertar no Favorita e transforma o seu ,1.0129649108191447,0
Poor Things is groundbreaking like Newton and Einstein discovered physics law Encompassing nearly every aspect of the human desire Bellas exploration of sexuality and humanity exposes our most primal instincts It manages to be both funny and quirky while maintaining profound depth I would dare to call it the best film in cinematic history Imma go cry now It s great to be alive to witness Poor Things,1.000369423282224,0
They sawed openBreaking the Waves s head and putBarbie s brain inside Central performance a tour de force obviously Unlike some of the men in this movie I would ve treated Bella right,1.0672773781608271,0
poo things,1.3333626440480562,0
I m here for Emma s waddling and Willem s patchwork faceCheck out a horror movie podcast I produceWatch No Evil,1.133999718941646,0
Who would have thought that the only thing Mary Shelleys Frankenstein needed to become a feminist masterpiece was more whoring around,1.2637452842698826,0
cue thei watched this with my grandma and i was traumatised tiktok comments,1.0824862322336242,0
I m not even joking when I say this might be my new favorite movie of all time This exceeded every expectation I had and more this film is weird twisted funny even heartwarming This is one of the best adapted screenplays ever The way Yorgos brought to life one of those most creative utopian universes ever making it as gorgeous as he did was astonishing it s honestly the prettiest setting I have ever seen in any film ever and seeing ,1.034704262984329,0
i know a magnum opus when i see one ,,1
Poor Things is pure excellency strange and wickedly funnyEmma Stone is captivating and Mark Ruffalo gives the best performance of his career,2.061491240565093,0
gonna have to level with yall both the one star AND five star reviews on here seem to be describing a much more interesting provocative movie than i actually saw on screen,1.0590632845475787,0
Sprawling and beautiful fuck Almost unexplainable in terms of actually writing a review for it It s just like So straightforward yet ambiguous about some of the more abstract parts of its world I do think some of the aspects of it including that part can be explained as heightened world attributes There s so many things within this film and the world it creates that are either insane or just fucked in ours I feel like these things all have their own ,0.9998468511920494,0
English Version belowDa ist er mein GeburtstagEs ist der07022024inGötzisVorarlbergÖsterreichund nicht derFebruar 1881an der18 Park Circus in Glasgow Schottland Großbritannienoder dasviktorianische LondonimVereinigtes Königreichvon GroßbritannienzwischendenJahren 1837 bis1901 Niemand springt vor Gram und Hass gebeutelt mit dem Leben im gewölbten Bauch von derTower Bridge Niemand wird noch neuronale Impulse durch den Organismus sendend jungfreundlich seines wenige Minuten zuvor erlittenen Todes den Lebensfaden ,1.2694639436974895,0
these Curious Tale Of Professor Pandemonium s Academy For Befuddled Youngsters visuals are not for meSets up a really ugly and unsettling premise but then loses its nerve when it comes to meaningfully acknowledging any of its implications a deliciously twisted romp ass moviemaking,1.132910976907879,0
Frankensteins body feminisms brain Yorgos Lanthimos created one of the most provocative and triumphant works of 2023 and ends this year with a bangA shocking premise births one of Lanthimos most daring artistic tryouts of his career Chronicling a special womans peculiar symbolic journey into the world after being shut in all her life Poor Things is sexual but never sordid introspective but never indulgent As a creation of a Godlike genius Bella navigates the powers of womanhood through ,1.2449612244756891,0
Dr Fuckensucks Monster,1.0260423244298913,0
Dont have patience for this type of shit anymore sorry,1.0803674272776438,0
So Stone and Ruffalo can just do anything Got it,,1
Liberation from societyPoor Thingsworks so wonderfully as a story of a woman escaping the clutches of patriarchy to reclaim herself Though a second watch really affirmed for me that the film offers little else when it comes to wider politics The fight between choosing cynicism or kindness is still basic and a sidestep to avoid being specific about beliefs and values YetPoor Thingsstill works because of its immersive design and strange humour Its a unique experience ,1.0086145081977633,0
Shelley s Frankenstein combined with Voltaire s Candide as a vile pseudo feminist pastiche of asinine dark humor and hysterical pictorialism Quite unbearable to watch given its grotesque use of very wide and very long lenses and full of imbecilic ideas both formal and thematic Lanthimos huckery whimsical fable of counterfeit idiosyncrasy would probably be more offensive if it wasn t so pathetic,1.1022498833302168,0
Lanthimos never fully wows me but he keeps raising his ceiling a bit more with each film This takesFrankensteinby way ofCandide making even more obvious the themes of thwarted male desires for procreation and the question of what or who is the real abomination in a warped act of playing god But Lanthimos takes it a step further and uses his monster to present a woman so completely alienated from norms that her purely sensual iddriven arrested ,1.0183534205613929,0
yorgos lanthimos thank you so much for your service,1.426420834923953,0
Oh so the bar islow Good to know that all you need to zing today is to say the word fuck Fool me seven times shame on you Fool me eight or more times shame on me At this point watching a Yorgos film is the equivalent of Jason Bateman opening the DEAD DOVE DO NOT EAT bag Well I don t know what I expectedHer black socialist suittieskirt getup is incredible,1.263435856864135,0
ahhhh I have so many things floating around in my brain right now that its going to be hard to get it all down right after watching but overall I loved itwas definitely very nervous on where I would stand on this after seeing the negative views of a lot of people I respect and to be sure there are some glaring flaws in the filmhowever i kind of fundamentally disagree with the takeaway some people are getting ,0.9955009574399089,0
Poor Things Yorgos Lanthimos lets his cast break away from his trademark deadpan acting style in this film taking Emma Stone on a surreal journey of selfdiscovery Returning to The Favorite cinematographer Robbie Ryan and his fisheye lenses coupled with a completely unique and fitting soundtrack made this film my most entertaining cinema experience in years Get ready to rethink life and the perks of having a brain with a fresh perspective,1.0712135960893965,0
Watching this on opening night I was often getting painful physical flashbacks of myself during the opening night ofJojo Rabbit dozens of people having a gas watching celebrities flap around the screen in lavish costumes and vague goofy accents while I sat silently buried in existential agony Both of these films are ostensibly about big important things but neither of them challenges a single viewer to look inward and neither of them is remotely threatening to anyone with power ,1.0205069105414597,0
rip mary shelley you would have loved poor things,1.0326156063870369,0
 I have explorers blood in me Give Emma Stone the OscarMark Ruffalo is outrageously funny in this movie2023 Rankings,1.1604892454843116,0
Petition to add Lanthimos as a genre category on Letterboxd because RomanceScience FictionComedy just isn t even close to cutting it,1.3087203968004384,0
i also want to drink and read a book with all my girlies while the men who wronged me eat grass,1.022709934559022,0
PLEASE KEEP MAKING WEIRD ASS FILMS,1.3480395426311922,0
It rules that the director of DOGTOOTH has levelled up to being an artist whose newest work can play to a packed theatre of blue hairs that are totally into his vibe laughing it up as Mark Ruffalo makes funny faces in between Emma Stone nuding it up And I dont think Yorgos has compromised his vision either Hes simply been able to find ways to mould style into something palatable to the masses which is somehow an elaborately overdesigned film shot mostly in wideangle lenses that feature a Frankenstein monster having a lot of sex Plus tons of zoomsJess Franco would be proud,1.1799822625299188,0
A really unique and exceptionally horny film featuring a truly exceptional lead performance There are fearless performances and there is Emma Stone in this Its evident that everyone involved had a great time you can feel Mark Ruffalos glee at being finally unleashed The fact that it only costs around 30 million is also absurd given that it is the bestlooking movie of the year Give the production all the awards Its Barbie when she lets her intrusive thoughts win,1.0194230313380157,0
